AREANM,AREACD,time1,time2,time3,time4,time5
Thanet,E07000114,22.33216223,21.00037951,23.42845458,26.88337772,30.7353738
Three Rivers,E07000102,16.72032492,16.25543762,18.1535816,20.62694915,23.88211643
Thurrock,E06000034,12.96918485,12.59755391,13.78814665,15.30490536,17.85422029
Tonbridge and Malling,E07000115,14.6138998,16.23962314,18.80114629,21.3717807,24.70384338
Torbay,E06000027,23.38264252,22.74172787,26.44498453,30.11232708,33.95011516
Torfaen,W06000020,16.42274643,17.41388017,20.39033198,24.62221767,28.20472532
Torridge,E07000046,20.22331843,22.06264468,27.14145253,30.96396178,34.98862718
Tower Hamlets,E09000030,10.56734909,6.933801365,6.273429754,7.904073427,10.35270488
Trafford,E08000009,16.0768401,15.85098149,17.2517663,19.43849203,22.26952726
Tunbridge Wells,E07000116,16.66227672,16.13288869,19.15140529,22.43633441,26.43246719
Uttlesford,E07000077,14.85984614,16.25587709,19.49113581,23.47901218,27.50598972
Vale of Glamorgan,W06000014,16.68934969,17.50256537,20.9518405,25.95528288,29.79765309
Vale of White Horse,E07000180,15.20711481,16.90754837,20.01316065,23.73268385,27.39213356
Wakefield,E08000036,15.1647075,16.11689886,18.89878796,22.0136574,25.22395754
Walsall,E08000030,15.89809815,16.74498354,17.59699059,18.96770015,21.0982213
Waltham Forest,E09000031,12.12412993,10.24048113,10.60571016,12.5608003,15.34217896
Wandsworth,E09000032,11.83568678,8.981838569,9.496621477,11.03236923,13.37769738
Warrington,E06000007,13.92791015,15.22753763,18.55574167,21.77045336,25.52692589
Warwick,E07000222,16.72555179,15.91583726,18.72490946,20.97732783,22.97093777
Watford,E07000103,12.68487343,12.51887327,13.07367181,14.91512659,17.79010019
Waverley,E07000216,17.71829246,18.59140255,21.90430698,24.62149221,28.10558348
Wealden,E07000065,20.62733276,21.91703233,25.92976432,29.80800153,34.18390781
Wellingborough,E07000156,15.17986541,15.42600658,19.1826669,22.33879748,25.92350278
Welwyn Hatfield,E07000241,16.98046218,15.37852981,15.34632493,17.15765661,19.68657757
West Berkshire,E06000037,12.95598973,14.26879966,18.87312571,22.90659058,27.00743881
West Devon,E07000047,19.92120012,21.44922574,27.44741392,32.49579486,36.61662763
West Dunbartonshire,S12000039,15.60096914,16.08180722,18.43038259,22.51199479,25.99227498
West Lancashire,E07000127,15.11477663,17.65854011,21.90980175,25.26978643,28.29098526
West Lindsey,E07000142,17.87915361,19.50351798,24.4252601,28.18962919,31.77424079
West Lothian,S12000040,11.2767624,12.8702299,16.36653124,19.95120139,23.61049002
West Oxfordshire,E07000181,15.56686093,17.23421604,21.50728597,25.68045696,29.97329162
West Suffolk,E07000245,14.77859107,17.08909487,20.93626489,24.22568321,27.90820603
Westminster,E09000033,13.55414509,11.0621796,12.27969169,15.26075658,18.83009866
Wigan,E08000010,14.28969138,15.46297573,18.96328598,22.09589289,26.04452276
Wiltshire,E06000054,16.27911384,17.20275772,21.24967876,25.52255503,30.21892262
Winchester,E07000094,16.97823687,17.75715787,21.14968422,24.0073416,27.30588006
Windsor and Maidenhead,E06000040,15.40237665,15.73242775,18.57580215,21.28082075,25.19934884
Wirral,E08000015,17.97450954,18.6116049,21.59759927,24.96810976,28.10770513
Woking,E07000217,14.25239729,14.51167173,17.03915308,19.89474724,23.31804535
Wokingham,E06000041,11.36801021,14.0850311,17.57422059,20.44998347,23.63605703
Wolverhampton,E08000031,16.55930418,16.37585643,16.58193643,18.3486312,21.07027858
Worcester,E07000237,14.30472173,14.56500996,16.97696558,19.34090125,22.04041068
Worthing,E07000229,24.57277855,20.71623245,22.3858214,26.35242804,31.13590263
Wrexham,W06000006,16.28493081,16.42806959,19.80444588,22.57005055,25.61183804
Wychavon,E07000238,17.55256341,19.80830946,24.77147793,28.89347188,32.89767753
Wycombe,E07000007,13.39140715,14.98230015,18.52714998,20.98373915,24.19257926
Wyre,E07000128,22.03885463,23.71749272,27.47003767,30.84123833,34.85590329
Wyre Forest,E07000239,15.8432304,19.05077285,24.55324454,27.24304876,30.55640942
York,E06000014,17.04930309,16.86918141,18.24262839,20.50324292,23.10327118
