AREANM,AREACD,time1,time2,time3,time4,time5
Thanet,E07000114,57.78303578,59.94611006,57.6114625,55.47811039,52.92832802
Three Rivers,E07000102,63.10086926,63.55199814,61.39179967,59.28757538,57.51781974
Thurrock,E06000034,64.92739621,65.87712275,63.10853499,62.42685411,61.24087244
Tonbridge and Malling,E07000115,64.08093794,62.76898612,60.77635088,58.79700811,56.42319509
Torbay,E06000027,58.47941982,60.41265995,56.74694359,53.51078,50.57711522
Torfaen,W06000020,61.60144491,63.14466375,61.07104859,57.00626627,54.48425853
Torridge,E07000046,60.27460688,60.97541771,56.55313092,53.35785603,50.12892886
Tower Hamlets,E09000030,64.35029722,72.87326482,73.3885208,72.8708584,72.09243644
Trafford,E08000009,63.37067319,64.24442946,61.38977028,59.96458264,58.21367251
Tunbridge Wells,E07000116,62.95277396,63.30909385,60.67223474,58.77337455,55.88909593
Uttlesford,E07000077,64.54004185,63.41964108,60.64207941,56.77483579,54.01774029
Vale of Glamorgan,W06000014,61.56707271,63.10325901,60.5478001,56.41169293,53.03497861
Vale of White Horse,E07000180,64.49625653,63.91049931,60.70947866,57.98296104,55.44368658
Wakefield,E08000036,63.83009961,65.12737868,62.038674,59.60930541,57.42764217
Walsall,E08000030,62.15739219,62.30107134,60.77888898,59.87683873,58.60080806
Waltham Forest,E09000031,65.70544115,68.31902783,67.31767257,66.6133171,65.36691634
Wandsworth,E09000032,71.52798268,74.94504001,72.45477435,71.24314793,70.04610434
Warrington,E06000007,65.04175261,65.35948372,62.50292297,59.88138955,57.04698097
Warwick,E07000222,64.62241443,67.2719865,64.06754443,62.21603089,60.43294898
Watford,E07000103,66.03566529,67.25016514,64.61190282,63.56784945,62.34091983
Waverley,E07000216,63.24108953,61.66941149,58.11639201,56.12698382,53.44119322
Wealden,E07000065,59.87582544,59.99904462,56.9464648,53.91114932,50.49000547
Wellingborough,E07000156,63.39699531,64.66616055,60.03548152,58.03344236,55.65966539
Welwyn Hatfield,E07000241,62.51892693,66.10450289,65.98667166,63.9575577,62.68204969
West Berkshire,E06000037,66.06065246,65.50741988,61.16623667,58.30085775,55.20055347
West Devon,E07000047,61.53133033,61.43134345,56.59667195,52.34315419,48.94485424
West Dunbartonshire,S12000039,63.52786264,65.8602917,63.94928756,60.16045485,57.02873385
West Lancashire,E07000127,63.97709049,63.62116639,60.85705008,57.99792449,55.1663402
West Lindsey,E07000142,62.18478763,62.50325738,58.38682815,54.59433547,52.06169533
West Lothian,S12000040,66.6997389,66.61395729,64.15120237,61.9051058,58.65307218
West Oxfordshire,E07000181,63.88145578,63.95511377,59.94626594,56.80444074,53.3809447
West Suffolk,E07000245,64.35987897,64.19534551,59.92419541,57.05285515,54.2888076
Westminster,E09000033,72.81101748,75.18257855,70.93026899,69.40062857,67.20320314
Wigan,E08000010,64.8961979,65.46217437,62.25558745,60.43621211,57.38062135
Wiltshire,E06000054,63.32343131,63.32943253,59.77364355,56.68685056,53.1157083
Winchester,E07000094,64.51187335,63.70875895,60.30974697,58.42864997,55.83470248
Windsor and Maidenhead,E06000040,65.61597473,64.72531749,61.16191536,59.46617148,56.76028348
Wirral,E08000015,61.0142203,62.44525766,59.71228363,56.77977389,54.61162434
Woking,E07000217,64.65486986,65.69349942,61.55861101,60.19557554,57.97266717
Wokingham,E06000041,67.30321221,65.72514051,61.32611815,59.39645335,57.2170448
Wolverhampton,E08000031,62.0903663,63.7544885,62.24657262,60.75707712,59.08710599
Worcester,E07000237,64.86884093,66.53563724,64.70738338,62.89163291,60.60369655
Worthing,E07000229,57.5276315,61.54304526,59.8491252,57.64151326,54.03962551
Wrexham,W06000006,63.42389323,64.65993307,60.91121461,59.30595995,56.66331288
Wychavon,E07000238,63.33604884,62.38374244,58.10899953,54.5021781,51.22367251
Wycombe,E07000007,65.7785521,64.63366667,60.5430569,59.09748157,56.91731836
Wyre,E07000128,59.12543309,59.80599566,56.6996035,53.751677,50.57294144
Wyre Forest,E07000239,64.5915522,63.56948534,58.09898874,55.61904103,53.06823316
York,E06000014,64.54727503,67.10664262,66.15799479,64.24569959,62.21181212
