CountryName,CountryId,Year,Total,Live animals,Meat & meat preparations,Dairy products & eggs,Fish & shellfish,Cereals,Vegetables & fruit,Sugar,"Coffee, tea, cocoa etc",Animal feeding stuffs,Miscellaneous foods,Beverages,Tobacco,"Hides, skins & furskins",Oil-seeds & oleaginous fruits,Crude rubber,Wood & cork,Pulp & waste paper,Textile fibres,Crude minerals & fertilisers,Metal ores & scrap,Other crude animal & vegetable materials,"Coal, coke & briquettes",Crude oil,Refined oil,Gas,Electricity,Animal oils & fats,Vegetable oils & fats,Processed oils & fats,Organic chemicals,Inorganic chemicals,"Dyeing, tanning & colouring materials",Medicinal & pharmaceutical products,Toilet & cleansing preparations,Processed fertilisers,Plastics in primary forms,Plastics in non-primary forms,Other chemicals,Leather manufactures,Rubber manufactures,Wood & cork manufactures,Paper & paperboard,Textile fabrics,Mineral manufactures,Iron & steel,Non-ferrous metals,Miscellaneous metal manufactures,Electric motors (intermediate),Electric motors (capital),Mechanical power generators (consumer),Mechanical power generators (intermediate),Mechanical power generators (capital),Specialised machinery (consumer),Specialised machinery (intermediate),Specialised machinery (capital),Metal working machinery (intermediate),Metal working machinery (capital),General industrial machinery (consumer),General industrial machinery (intermediate),General industrial machinery (capital),Office machinery (consumer),Office machinery (intermediate),Office machinery (capital),Telecoms & sound equipment (consumer),Telecoms & sound equipment (intermediate),Telecoms & sound equipment (capital),Miscellaneous electrical goods (consumer),Miscellaneous electrical goods (intermediate),Miscellaneous electrical goods (capital),Road vehicles other than cars (consumer),Road vehicles other than cars (intermediate),Road vehicles other than cars (capital),Cars,Railway equipment (intermediate),Railway equipment (capital),Aircraft,Ships,"Plumbing, heating & lighting fixtures (consumer)","Plumbing, heating & lighting fixtures (intermediate)","Plumbing, heating & lighting fixtures (capital)",Furniture (consumer),Furniture (intermediate),Furniture (capital),"Travel goods, handbags etc",Clothing,Footwear,Scientific instruments (consumer),Scientific instruments (intermediate),Scientific instruments (capital),Photographic & optical goods & clocks (consumer),Photographic & optical goods & clocks (intermediate),Photographic & optical goods & clocks (capital),Works of art,Jewellery,Other manufactures (intermediate),Other manufactures (capital),Other manufactures (consumer),Unspecified goods
Gibraltar,GI,2015,575,0,1,1,1,1,1,1,1,0,28,4,3,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,1,10,2,0,0,0,2,0,0,3,1,1,2,1,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,5,0,4,4,0,5,1,0,1,1,92,0,0,0,65,0,1,0,1,0,1,0,5,1,0,0,5,1,0,0,1,0,2,3,5,5
Greenland,GL,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,GM,2015,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Guinea,GN,2015,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GQ,2015,33,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,2,1,0,0,0,6,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Greece,GR,2015,884,1,5,5,4,16,2,1,7,3,12,54,13,0,0,0,0,0,2,0,19,2,0,0,41,0,0,1,0,0,4,2,15,105,26,1,8,6,34,2,3,0,4,8,5,8,13,13,0,4,0,4,1,0,5,7,2,1,0,14,12,0,2,13,1,2,30,2,18,6,1,9,2,74,0,0,44,2,0,1,0,2,0,1,4,61,21,0,1,14,4,1,0,1,2,8,4,56,1
South Georgia,GS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GT,2015,35,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Guam,GU,2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guinea Bissau,GW,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,GY,2015,24,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hong Kong,HK,2015,5899,35,71,17,13,14,8,7,24,3,17,184,0,1,0,1,1,2,1,1,29,2,0,0,2,0,0,0,0,0,4,2,24,47,72,0,72,30,22,26,11,2,19,46,153,14,545,37,1,13,0,908,30,0,10,24,2,3,1,40,27,0,17,54,4,46,280,10,218,56,3,47,4,130,3,0,33,51,0,5,0,7,15,2,22,194,27,0,66,152,92,13,0,635,667,13,18,55,343
Heard & McDonald Islands,HM,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,HN,2015,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,HR,2015,141,0,0,0,2,1,0,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,9,0,4,3,4,0,1,0,1,1,2,2,1,2,0,0,0,1,0,0,1,4,0,0,0,3,4,0,0,4,0,0,5,0,4,2,0,2,0,14,0,0,1,6,0,0,0,0,0,0,1,7,3,0,0,4,1,0,0,0,0,1,0,8,0
Haiti,HT,2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HU,2015,1273,1,3,8,0,3,3,1,3,13,9,7,1,0,0,4,0,0,17,2,1,2,0,0,7,0,0,0,0,0,9,2,11,167,23,2,14,19,27,2,6,1,8,25,7,14,8,25,1,8,0,81,0,0,12,29,2,8,0,27,27,0,16,39,2,10,23,8,71,24,0,20,2,149,1,0,2,1,0,3,0,1,1,3,7,74,40,0,14,28,5,17,0,0,1,11,5,41,2
Indonesia,ID,2015,464,0,0,2,0,1,1,0,0,2,5,1,0,0,0,1,0,20,0,4,17,1,0,0,2,0,0,0,0,0,13,1,8,38,27,0,11,8,11,1,3,1,6,8,3,6,2,12,0,13,0,12,7,0,8,22,1,4,0,20,23,0,1,6,0,2,2,0,14,10,0,2,7,16,0,0,11,2,0,0,0,1,3,0,0,11,1,0,6,25,0,1,0,0,1,2,2,5,4
Irish Republic,IE,2015,16576,197,418,416,125,491,288,100,293,191,250,339,29,19,5,1,63,0,3,43,18,59,42,140,984,725,71,7,47,5,93,46,109,655,777,36,147,185,207,5,106,89,459,200,224,269,143,473,6,29,0,46,14,14,67,287,9,24,9,170,249,0,92,623,107,22,482,197,354,111,30,168,221,457,6,0,32,65,7,72,34,153,22,52,108,865,219,0,54,189,43,36,3,3,53,279,20,858,21
Israel,IL,2015,1075,4,0,1,1,9,2,14,5,1,4,27,2,0,0,0,0,0,1,3,0,1,0,0,6,0,0,0,4,0,7,4,10,99,27,1,15,8,22,0,11,1,6,7,100,5,12,16,1,12,0,78,0,0,10,40,1,1,0,16,22,0,4,18,1,4,17,7,33,17,1,6,27,160,0,0,24,0,0,3,0,1,2,1,1,11,3,0,12,38,7,4,0,6,2,4,6,24,10
India,IN,2015,4018,1,0,2,4,3,1,1,1,2,2,90,0,0,0,10,5,39,13,6,397,0,1,0,27,0,0,1,0,0,41,27,21,77,23,1,51,20,48,7,26,2,14,17,25,49,1159,67,5,12,0,452,25,0,32,55,9,19,0,121,82,0,13,42,1,10,41,2,132,75,3,39,0,24,3,0,212,1,0,3,0,3,12,1,1,13,1,0,23,124,3,7,1,13,12,12,9,52,37
British Indian Ocean Territory,IO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IQ,2015,288,0,0,0,0,1,0,0,1,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,4,4,42,3,0,5,1,4,0,2,0,0,1,1,5,0,6,1,12,0,13,2,0,2,8,0,0,0,27,16,0,0,4,2,2,4,0,13,6,0,2,4,28,0,0,0,0,0,1,0,1,0,0,0,2,1,0,14,15,0,0,0,0,0,0,0,3,2
Iran,IR,2015,97,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,23,2,0,1,1,3,0,1,0,0,1,3,0,0,1,0,0,0,7,0,0,1,1,0,0,0,5,1,0,0,1,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,10,1
Iceland,IS,2015,229,0,1,0,2,10,2,1,2,7,4,4,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,1,2,6,3,0,2,3,0,1,0,4,2,4,1,1,6,0,2,0,20,0,0,1,7,0,0,0,2,3,0,1,6,0,1,4,0,4,2,0,3,1,30,0,0,18,1,0,1,1,1,0,1,0,6,2,0,0,15,1,0,0,0,0,5,0,7,2
Italy,IT,2015,8390,8,57,27,93,57,17,12,20,17,29,102,5,51,1,16,0,0,33,21,126,12,0,175,40,0,0,4,2,3,109,31,101,910,110,2,142,114,172,24,47,4,53,137,120,184,222,152,3,53,0,295,69,1,43,97,10,10,1,214,195,0,63,115,47,29,177,26,230,97,14,150,9,1278,6,0,334,20,1,12,3,8,5,12,59,304,89,0,40,187,76,27,1,12,33,107,14,243,11
Jersey,JE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JM,2015,47,0,0,1,0,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,1
Jordan,JO,2015,275,1,0,0,0,6,2,1,3,2,5,4,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,2,0,4,38,9,0,1,2,4,0,1,0,1,2,1,1,1,3,1,3,0,17,0,0,3,7,2,2,0,6,10,0,0,5,0,0,5,1,17,2,0,3,14,18,0,0,9,0,0,1,0,1,2,0,0,3,0,0,1,6,0,0,0,1,0,4,0,8,2
Japan,JP,2015,4514,9,1,1,7,63,4,0,26,6,8,107,0,0,0,4,0,0,4,5,18,1,0,0,4,0,0,1,1,1,68,29,22,556,61,0,35,19,102,4,15,3,21,33,42,15,300,168,6,18,0,649,99,0,27,90,4,6,0,94,85,0,7,21,3,12,27,5,131,69,4,55,11,496,9,0,94,8,0,3,0,9,8,3,14,81,19,0,63,204,35,24,0,33,29,38,10,95,51
Kenya,KE,2015,370,0,0,1,0,3,2,1,1,2,2,5,0,0,0,0,0,0,18,0,1,0,0,0,9,0,0,0,0,0,4,1,4,33,6,1,1,2,10,0,2,0,8,1,1,3,1,9,0,7,0,23,2,0,4,12,0,1,0,10,10,0,2,6,0,0,13,1,7,3,0,9,53,41,0,0,4,0,0,2,0,3,0,1,0,1,1,0,1,5,0,0,0,0,1,5,1,8,3
Kyrgyz Republic,KG,2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KH,2015,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,KI,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,KM,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Kitts & Nevis,KN,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
North Korea,KP,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,KR,2015,5048,1,2,3,29,14,1,1,8,4,7,124,4,0,0,1,0,1,3,4,42,1,0,1675,3,0,0,0,1,0,47,171,19,155,29,0,63,14,53,1,6,1,10,15,43,62,62,49,2,29,0,220,42,0,33,40,3,8,0,181,187,0,4,192,1,14,30,3,112,49,6,18,5,530,2,0,109,5,0,9,0,5,1,1,13,27,5,0,99,183,12,6,0,29,3,10,16,33,39
Kuwait,KW,2015,594,2,0,2,1,15,2,3,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,3,20,18,0,1,8,10,0,2,1,2,5,4,4,2,19,0,10,0,13,1,0,4,8,1,1,0,20,20,0,0,5,1,1,8,1,24,6,0,6,2,187,0,0,6,0,0,6,0,5,0,2,2,24,2,0,3,17,2,1,0,4,31,3,1,13,9
Cayman Islands,KY,2015,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kazakhstan,KZ,2015,348,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,38,0,0,2,1,6,0,1,0,6,1,2,8,1,11,0,2,0,13,1,0,3,18,0,1,0,30,13,0,0,2,0,1,3,0,13,4,0,1,0,1,0,0,93,0,0,6,0,0,0,0,0,7,1,0,1,24,1,1,0,3,11,0,0,4,3
Laos,LA,2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,LB,2015,403,0,0,11,4,6,1,4,4,2,4,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,49,6,0,2,1,3,0,1,0,1,3,2,1,1,4,0,15,0,21,77,0,1,3,0,1,0,7,7,0,0,3,0,0,3,3,6,4,0,6,3,36,0,0,2,6,0,1,0,1,0,0,0,6,1,0,1,5,1,1,0,9,3,2,0,10,4
St Lucia,LC,2015,15,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Liechtenstein,LI,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0
Sri Lanka,LK,2015,249,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3,1,3,11,3,0,3,1,3,0,0,0,16,5,1,2,0,40,0,5,0,39,0,0,1,10,1,0,0,3,4,0,0,1,0,0,2,0,4,6,0,2,4,38,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,2,0,4,0,3,2
Liberia,LR,2015,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lesotho,LS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LT,2015,270,0,1,0,0,2,1,1,2,1,3,5,0,0,0,1,0,0,10,0,0,0,0,0,2,0,0,0,0,0,1,1,2,9,5,3,13,6,10,0,2,0,3,28,3,0,3,4,0,1,0,1,0,0,4,11,0,0,0,6,13,0,1,10,0,1,5,0,13,3,0,6,1,2,0,0,5,0,0,1,0,1,0,1,1,6,1,0,7,21,2,1,0,0,0,5,7,8,0
Luxembourg,LU,2015,198,0,0,0,3,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,16,1,0,0,4,0,0,0,0,0,1,0,4,1,1,0,9,12,2,0,11,0,8,7,3,6,12,3,0,0,0,1,0,0,1,8,2,0,0,3,2,0,1,8,0,1,5,1,4,3,0,1,0,6,0,0,3,1,0,1,0,1,0,1,1,7,2,0,0,2,3,0,0,2,0,2,0,10,0
Latvia,LV,2015,217,0,1,0,4,1,1,0,0,1,2,59,0,0,0,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,1,1,3,3,4,0,1,2,5,0,1,0,2,6,2,1,0,3,0,1,0,1,1,0,2,8,0,0,0,3,5,0,0,9,0,0,10,1,4,3,0,3,0,3,0,0,1,0,0,0,0,1,0,0,1,8,2,0,1,5,2,2,0,0,0,2,0,6,0
Libya,LY,2015,108,0,0,4,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5,0,0,0,2,0,1,0,0,1,0,3,0,4,0,2,0,3,1,0,1,2,0,1,0,11,6,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,12,0,3,1
Morocco,MA,2015,512,1,0,1,0,0,4,0,0,2,0,11,1,0,0,0,0,0,0,3,34,1,0,0,26,83,0,0,0,0,1,1,3,22,6,0,2,2,9,0,2,0,1,38,3,24,0,3,0,1,0,14,1,0,4,5,1,0,0,3,4,0,1,3,0,3,7,0,9,3,0,3,0,96,0,0,29,0,0,0,0,1,1,0,0,4,0,0,2,8,1,1,0,1,1,5,0,8,4
Moldova,MD,2015,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Montenegro,ME,2015,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MG,2015,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,MH,2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FYR Macedonia,MK,2015,547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,1,2,0,0,0,0,5,0,0,506,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4
Mali,ML,2015,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Myanmar,MM,2015,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mongolia,MN,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
