year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
1991,632,58,35,21,21,17,16,16,14,16,14,14,14,12,24,22,24,36,28,36,30,31,36,36,34,34,34,41,39,39,42,45,56,55,71,68,74,82,92,101,103,111,134,137,166,181,201,231,253,273,297,346,372,393,435,510,554,583,650,765,870,987,1023,1135,1274,1443,1557,1727,1892,2075,2304,2483,2716,3092,3336,3601,4029,4516,5021,5482,6176,6767,7547,8222,9226,10218,11346,12447,13477,14710,16693,18394,19782,21543,23427,25144,27244,28014,29610,32269,34967,34294,37832,40470,39824,43864,44367,42244,56410,74667,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1992,572,51,31,23,15,13,16,13,13,14,11,9,13,14,19,19,24,31,33,32,33,33,31,33,33,34,34,32,42,43,38,50,54,58,60,73,74,82,90,102,112,116,137,134,163,179,203,219,236,254,296,315,371,393,429,461,515,610,666,719,831,912,1012,1112,1246,1430,1505,1661,1881,2017,2222,2430,2768,2919,3317,3668,3981,4369,4765,5348,5923,6630,7249,8069,8956,9879,11008,12111,12987,14416,15980,17182,18990,20284,21728,24683,25656,28390,28442,30673,31962,35437,36267,35667,42181,42321,40764,35220,49438,0,41026,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1993,563,45,27,24,17,17,15,12,10,11,14,11,14,18,21,22,30,30,28,32,35,32,29,28,35,33,40,44,41,38,49,54,55,51,63,64,78,83,78,94,109,133,133,154,154,181,193,217,228,250,308,323,374,396,426,467,510,589,661,743,827,918,1013,1145,1206,1404,1544,1685,1836,2045,2307,2497,2730,3084,3254,3600,4080,4528,4939,5517,6125,6757,7530,8421,9231,10214,11294,12799,13774,15359,16672,17923,19933,21927,23369,25120,27849,29148,30961,32883,35785,35863,38701,38623,38688,48943,44374,44838,46377,48485,71795,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1994,540,48,29,18,14,14,13,9,10,11,11,10,13,14,19,17,21,27,26,30,25,33,31,31,32,31,34,38,36,43,45,48,55,60,57,68,76,85,87,105,117,126,135,150,159,180,198,217,229,257,292,307,349,403,423,451,495,560,568,688,756,861,947,1058,1171,1313,1473,1609,1796,1947,2185,2387,2635,2878,3205,3369,3783,4252,4693,5135,5839,6388,7140,7885,8732,9675,10668,11763,13157,14144,15620,16990,18432,20436,22105,23482,25973,28264,29512,29987,32616,35431,37207,36565,42715,37293,44828,41337,27586,63309,55172,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1995,541,46,22,19,14,16,13,11,9,10,14,14,13,16,18,22,25,26,31,32,29,32,31,31,34,31,36,47,36,40,43,47,56,63,64,71,67,76,90,98,112,124,130,140,171,182,193,211,231,265,296,335,354,387,417,478,512,543,619,657,751,828,909,1035,1144,1328,1448,1541,1773,1942,2191,2400,2643,2937,3212,3596,3755,4197,4745,5326,5878,6517,7183,7955,9009,9856,10953,11979,13297,14605,16202,17582,19276,20947,23584,24749,27170,28354,29617,32341,34160,36694,37679,37845,38020,46207,41434,48042,38554,31683,37209,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1996,541,42,29,16,13,15,13,8,9,12,9,8,10,13,21,22,27,30,31,33,32,35,29,34,30,36,37,40,44,41,47,46,57,58,65,70,79,79,94,96,104,118,129,153,147,178,189,205,221,243,289,326,339,377,400,456,481,564,613,675,733,805,907,963,1131,1245,1350,1555,1766,1949,2159,2352,2602,2889,3144,3488,3898,4108,4725,5299,5830,6522,7210,8088,8901,9757,11042,12036,13205,14633,16040,17617,19096,20887,22964,24522,26836,27641,30063,32023,33591,39246,35875,39167,46446,38846,46523,42308,50000,42105,60377,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1997,524,39,25,17,13,13,12,11,10,12,14,10,11,15,16,27,24,31,29,29,30,37,32,27,39,34,30,32,34,46,43,51,48,52,56,72,76,83,90,99,104,107,131,150,163,169,182,221,232,238,274,305,349,369,405,430,476,556,592,652,748,828,904,942,1057,1227,1382,1493,1662,1835,2066,2320,2624,2888,3073,3463,3816,4270,4465,5072,5794,6372,7230,7908,8631,9778,10853,11897,13246,14696,15893,17644,19407,21110,23135,24595,26330,28587,29711,31901,34978,35338,39335,45249,41138,42105,43434,56889,37383,36364,47619,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1998,498,42,26,17,10,12,14,12,9,12,8,13,15,14,13,17,31,32,32,31,31,30,33,33,32,39,35,38,39,41,48,48,46,57,53,64,71,81,87,93,105,123,122,141,166,171,179,203,221,256,273,310,324,353,408,449,461,530,586,648,706,764,875,923,1061,1148,1301,1480,1592,1841,2040,2281,2540,2804,3088,3298,3758,4120,4636,4746,5551,6284,7049,7798,8695,9373,10686,11736,13134,14442,15797,17177,19095,21009,22851,24429,26244,28297,29757,32131,36155,35572,38350,42148,36782,47863,61002,53333,66667,61538,41237,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1999,508,39,30,18,12,12,12,9,10,8,13,13,13,12,14,21,23,31,30,31,32,36,36,27,33,29,36,35,45,37,46,46,47,57,59,64,72,76,80,92,102,118,134,146,158,170,185,206,229,250,292,288,323,326,392,434,465,519,567,646,723,780,848,924,1026,1144,1256,1423,1536,1748,1970,2215,2472,2757,3065,3342,3732,4073,4624,5070,5294,6193,7130,7761,8670,9792,10710,11894,13078,14692,16090,17842,19606,21401,23212,24694,27311,28960,31307,32126,35091,36638,41285,38601,50392,45853,49873,42667,43373,35294,67290,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2000,504,32,17,19,15,12,10,8,10,9,11,11,9,12,14,14,21,24,39,34,31,29,32,35,36,36,35,39,38,40,46,49,49,56,59,68,76,73,84,92,107,117,134,142,152,162,196,210,214,246,269,282,335,351,387,428,459,522,552,608,692,743,807,869,1015,1088,1224,1336,1498,1685,1855,2096,2298,2556,2951,3230,3594,3983,4361,4814,5502,5525,6613,7633,8473,9433,10296,11409,12699,13883,15332,17167,18822,20458,22154,24795,26538,28234,29560,31027,33110,36289,35775,40460,41898,44920,43864,50000,53333,69136,81633,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2001,501,34,21,18,15,12,13,11,13,10,7,12,11,11,12,19,25,27,30,24,31,33,31,31,30,32,39,37,35,39,40,49,53,53,62,73,74,72,85,89,99,113,118,151,146,160,188,202,217,244,285,294,317,320,390,404,446,508,537,604,663,750,788,889,941,1064,1142,1282,1431,1592,1805,2002,2254,2563,2773,3131,3478,3864,4209,4719,5330,6098,6155,7281,8434,9292,10185,11381,12506,13970,15069,16812,18271,20639,21905,24218,25934,27921,30390,31419,34508,36132,38008,38899,41078,42184,38726,39506,60664,65882,42105,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2002,458,36,19,13,16,12,12,9,10,8,12,6,11,13,18,14,25,28,26,31,30,30,28,30,33,35,33,35,34,39,40,51,50,53,63,63,65,73,84,91,94,101,122,138,149,170,196,200,233,242,255,280,304,342,370,405,442,497,516,573,671,714,794,848,953,1014,1165,1269,1398,1546,1699,1981,2236,2474,2752,3150,3484,3818,4300,4693,5337,5918,6787,6722,8031,9371,10350,11471,12803,14155,15613,17087,19129,21020,22543,24190,26426,27720,30138,32584,34368,35374,40186,40067,43592,41317,44252,57971,30601,53933,48980,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2003,486,39,23,17,14,13,10,8,9,10,11,11,15,9,15,16,20,26,26,29,29,28,33,31,29,31,38,36,40,45,48,48,49,52,63,60,70,71,84,89,103,108,118,136,152,158,179,212,223,235,268,287,318,337,356,411,444,441,529,600,650,714,764,819,947,1053,1112,1263,1374,1551,1659,1896,2169,2414,2724,3080,3422,3843,4227,4816,5300,5854,6696,7579,7586,9258,10612,11888,12941,14408,15864,17116,19007,21540,23098,25340,27058,29638,31141,32473,35496,37349,40829,43175,44339,42809,50930,37923,42667,58537,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2004,469,37,19,15,14,10,12,8,8,7,8,8,13,12,12,18,24,23,28,34,29,30,29,33,28,33,34,34,37,40,47,45,49,52,60,65,70,77,87,90,89,103,115,131,145,158,186,199,208,218,261,284,281,330,346,372,426,470,491,554,626,657,735,813,896,965,1094,1187,1362,1463,1606,1766,2015,2301,2586,2900,3238,3582,4060,4380,4968,5626,6273,6948,7928,7962,9579,11085,12393,13443,14936,16523,18330,19681,22381,23626,25857,27856,29014,31196,32790,36473,36567,39644,41791,38010,45968,47850,37288,50000,57831,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2005,442,38,16,13,9,8,10,10,7,8,9,9,13,12,14,13,24,25,27,28,30,28,28,30,26,28,32,38,36,38,39,44,49,52,57,57,68,78,77,87,96,96,120,127,146,147,158,184,224,240,261,270,310,317,356,383,422,480,498,524,574,668,722,786,890,990,1115,1187,1275,1423,1536,1731,1985,2142,2483,2801,3158,3509,3994,4450,4930,5563,6150,6976,7760,8777,8676,10624,12265,13895,14908,16694,18140,20431,21899,24124,25739,27811,30222,32047,33161,37641,39535,41011,41281,48092,41975,43077,48057,55814,81818,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2006,456,41,20,15,12,10,11,7,11,5,8,10,10,13,13,18,18,25,26,26,26,25,26,25,28,30,34,31,41,35,42,37,40,54,52,57,69,73,78,90,93,102,117,127,138,156,161,185,218,219,261,262,306,320,341,370,429,436,473,551,559,652,718,791,870,926,1033,1152,1292,1331,1506,1708,1875,2107,2438,2691,2969,3371,3792,4298,4755,5363,5903,6645,7518,8417,9513,9376,11445,13000,14405,16352,17813,19695,21273,23190,25208,27254,29077,29917,32890,34859,37619,38489,37409,45537,48689,35412,47841,52632,72727,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2007,435,33,17,15,10,9,9,8,7,8,11,9,12,11,13,13,19,25,26,24,21,27,26,24,30,25,31,27,32,38,41,40,50,51,56,62,61,71,76,89,102,107,114,126,127,155,162,185,205,216,248,265,271,323,356,384,414,447,473,511,572,646,678,801,845,911,1016,1128,1207,1399,1547,1648,1838,2084,2316,2566,2940,3284,3636,4184,4763,5289,5919,6662,7499,8429,9421,10616,10253,12702,14587,15876,18145,19890,21493,23570,25954,27008,29668,31534,33996,34969,38127,41444,41874,42353,37607,34532,36964,56805,44444,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2008,419,32,20,17,13,9,9,10,9,10,8,9,8,11,9,16,15,23,29,27,25,27,27,25,27,28,32,32,32,37,39,42,53,54,63,59,62,72,83,90,98,108,114,126,137,148,170,177,197,211,258,278,280,303,363,369,398,431,468,541,581,643,666,755,839,911,974,1101,1218,1340,1481,1625,1804,2062,2299,2534,2892,3213,3635,4112,4679,5291,5859,6628,7400,8273,9242,10539,12263,11497,13637,16579,18498,20430,22320,24002,26118,27976,31789,32846,34916,35532,38738,43149,43045,45198,46707,49073,34098,59259,66667,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2009,419,25,20,15,13,11,8,7,7,11,8,9,10,11,13,15,20,19,23,25,25,27,21,26,23,30,29,31,36,39,41,43,44,46,59,62,62,69,76,83,101,103,109,120,139,154,158,168,186,203,240,222,281,310,344,362,398,425,463,521,554,605,653,724,800,865,966,1022,1161,1258,1448,1557,1723,1928,2153,2383,2668,2983,3397,3903,4403,4888,5509,6283,6982,7795,8811,9886,11144,12716,12322,14457,17336,18751,20843,22975,24219,25836,28377,30179,31951,36594,35690,35856,39827,44599,44212,44828,52910,40449,29091,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2010,405,30,14,13,10,8,8,8,10,8,8,7,9,8,15,16,18,23,22,25,24,18,20,26,26,25,28,35,37,30,42,39,49,50,49,62,68,78,81,74,90,108,107,119,134,136,152,167,184,207,219,252,288,297,341,349,394,435,472,492,553,606,639,699,760,841,936,1004,1124,1275,1433,1538,1706,1889,2079,2316,2647,2954,3368,3792,4225,4820,5472,6200,6996,7816,8726,9709,10906,12391,14536,13672,16006,18868,20887,22446,24844,26503,28042,30042,33433,35777,38139,40440,39683,37505,40364,43575,46027,30435,65000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2011,369,31,15,11,10,8,8,4,7,6,4,9,9,8,9,9,13,17,19,22,19,24,23,25,25,28,29,34,32,33,37,43,45,50,55,61,62,64,74,81,90,102,109,120,126,142,165,155,180,198,221,248,265,294,322,339,376,422,420,506,547,579,624,688,757,802,913,1012,1094,1201,1370,1489,1694,1774,2046,2254,2524,2880,3222,3593,4109,4587,5232,5962,6634,7458,8454,9386,10615,11813,13532,15421,14697,16871,19893,22482,23772,26149,27913,29942,31458,35574,35892,39344,37511,43154,31958,38909,37306,54902,56410,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2012,362,26,11,12,9,11,9,8,7,6,7,6,9,8,9,12,11,17,16,20,21,20,19,23,23,26,24,29,34,33,35,40,41,46,53,52,52,64,74,83,87,93,106,109,122,143,145,164,172,199,213,241,261,288,299,343,372,392,457,508,531,588,641,673,731,809,886,1017,1068,1200,1351,1450,1687,1846,2054,2273,2549,2860,3216,3660,4181,4734,5232,6056,6913,7703,8793,9647,10908,12408,13860,15624,18235,16962,19542,22536,25601,26803,29277,31689,33376,35598,37549,39571,41618,44689,44771,38627,45889,30769,58394,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2013,347,30,14,11,10,8,7,7,7,7,9,8,6,8,11,13,13,14,19,19,20,20,21,22,21,26,27,29,34,29,41,43,44,45,53,57,63,62,68,88,82,96,102,116,132,130,139,163,169,198,217,230,254,279,304,347,374,413,436,464,509,583,626,685,725,810,870,974,1076,1173,1310,1427,1624,1849,2045,2269,2520,2846,3158,3601,4094,4587,5282,5912,6839,7827,8548,9846,10809,12312,13692,15429,17431,20202,19046,21965,25866,27055,29215,31669,33513,34612,36943,40578,41725,44892,44369,42689,55639,47387,42353,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2014,362,21,14,11,7,7,8,9,7,7,7,5,5,12,12,13,19,16,20,21,19,22,24,25,24,25,27,24,35,34,35,44,42,50,55,59,65,64,78,75,96,100,109,123,126,143,150,159,173,182,218,232,253,267,290,332,356,403,421,458,527,569,613,664,745,787,828,922,1051,1155,1292,1435,1611,1771,1983,2227,2472,2769,3010,3481,3953,4417,5033,5754,6563,7276,8335,9423,10386,11793,13305,14407,16139,18023,20839,19973,22835,25961,27983,30611,30959,34601,36926,36904,39980,40303,39528,46138,53640,29630,55411,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2015,336,26,12,10,8,6,7,8,8,6,6,5,7,12,11,16,15,15,20,23,21,19,19,23,19,25,30,26,29,38,38,37,47,47,50,60,68,74,78,85,95,89,112,110,125,145,156,161,183,192,215,230,252,292,304,330,357,385,413,484,533,564,621,687,717,792,874,961,1085,1135,1313,1453,1583,1836,2049,2256,2540,2744,3114,3545,4101,4673,5284,5996,6889,7704,8716,9896,11339,12734,14503,15743,17598,19389,22311,24476,23221,26594,30174,32423,35256,37945,37998,40768,41159,42970,43287,43608,35220,41481,60000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2016,357,27,15,10,9,7,7,5,4,7,6,8,7,8,11,13,14,14,22,18,21,25,23,22,26,25,25,31,34,34,41,42,51,50,55,59,64,65,71,83,91,102,104,117,135,152,154,170,175,189,210,242,257,276,304,342,373,407,439,494,516,562,654,685,740,787,915,958,1028,1174,1262,1448,1634,1787,1924,2169,2556,2772,3143,3398,3938,4351,5018,5798,6512,7447,8449,9540,10722,12185,13662,15173,16756,18209,19795,22680,25753,24126,26592,30061,31970,35633,36192,36348,39675,37973,41487,33021,45977,30986,31304,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2017,325,33,16,9,9,8,7,7,6,6,6,6,7,9,10,12,14,16,17,19,20,20,21,21,22,23,25,28,30,33,37,40,43,47,51,56,61,67,74,80,88,95,103,112,121,131,142,155,169,185,203,222,243,266,291,319,349,383,419,459,501,546,593,643,699,762,834,917,1013,1122,1247,1385,1540,1713,1909,2131,2384,2673,3006,3393,3844,4365,4966,5657,6447,7349,8369,9511,10780,12182,13719,15378,17139,18990,20920,23039,25423,27944,30558,33330,36234,39241,42324,45439,48611,51771,54906,58371,61227,65076,67933,71458,66667,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2018,313,31,15,9,8,8,7,6,6,5,6,6,7,8,10,12,14,15,17,18,19,20,20,21,21,23,24,27,30,33,36,39,43,46,50,55,60,66,72,79,86,93,101,109,118,127,138,151,165,180,197,216,236,259,284,310,340,373,408,447,489,533,579,628,682,743,813,894,986,1092,1213,1348,1499,1668,1859,2076,2324,2607,2931,3305,3742,4248,4833,5506,6281,7168,8174,9306,10567,11965,13501,15164,16931,18785,20714,22823,25186,27680,30263,32995,35869,38838,41869,44974,48086,51334,54406,57349,60094,64482,67336,68899,72917,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2019,305,31,15,9,8,7,7,6,6,5,5,6,7,8,10,11,13,15,16,18,19,19,20,20,21,22,24,26,29,32,35,39,42,46,50,54,60,65,72,78,85,92,100,108,116,125,136,148,162,177,193,212,232,254,279,305,335,367,402,440,481,524,570,619,673,733,802,881,971,1075,1193,1325,1474,1641,1829,2043,2287,2568,2888,3255,3682,4178,4751,5413,6177,7054,8053,9181,10441,11843,13389,15066,16853,18730,20681,22806,25182,27676,30256,32976,35825,38790,41846,44970,48011,51255,54423,57140,59707,64969,67352,62024,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2020,298,30,15,9,8,7,7,6,6,5,5,6,7,8,9,11,13,14,16,17,18,19,19,20,21,22,24,26,29,32,35,38,42,45,49,54,59,65,71,78,84,91,99,106,114,124,134,146,159,173,190,208,228,250,274,300,329,361,395,433,474,516,561,610,664,723,791,868,957,1059,1174,1304,1449,1613,1799,2010,2251,2528,2844,3208,3627,4112,4674,5324,6075,6939,7928,9047,10302,11703,13253,14940,16742,18638,20610,22756,25150,27658,30238,32946,35782,38747,41811,44913,48028,51132,54131,57116,59822,66559,69808,58750,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2021,291,29,14,9,8,7,6,6,5,5,5,6,6,8,9,11,13,14,16,17,18,18,19,20,20,21,23,26,28,32,35,38,41,45,49,53,59,64,70,77,84,91,98,105,113,122,132,143,156,170,187,205,224,246,270,296,324,355,389,426,466,508,553,601,654,713,780,857,944,1044,1156,1283,1426,1587,1769,1977,2215,2488,2800,3160,3575,4052,4602,5239,5976,6827,7802,8908,10155,11550,13098,14788,16600,18511,20502,22672,25087,27609,30198,32912,35753,38710,41743,44819,47985,51075,54012,56869,59125,66925,72348,72917,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2022,284,28,14,8,7,7,6,6,5,5,5,6,6,7,9,11,12,14,15,16,17,18,18,19,20,21,23,25,28,31,34,38,41,44,48,53,58,64,70,76,83,90,97,104,111,120,130,141,153,168,183,201,220,242,265,291,319,350,383,420,459,500,544,592,644,703,770,845,931,1029,1140,1264,1404,1562,1741,1946,2180,2448,2757,3112,3523,3994,4535,5160,5883,6719,7678,8769,10002,11387,12928,14616,16432,18353,20359,22549,24983,27524,30129,32854,35697,38649,41670,44775,47888,50976,54045,56877,59299,66563,69697,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2023,278,28,14,8,7,7,6,6,5,5,5,5,6,7,9,10,12,13,15,16,17,17,18,19,19,21,23,25,27,31,34,37,40,44,48,52,57,63,69,76,82,89,96,102,110,118,128,139,151,165,180,198,217,238,261,287,314,344,377,413,452,493,536,583,635,693,759,834,919,1016,1125,1247,1384,1538,1714,1915,2145,2410,2714,3065,3470,3936,4471,5086,5795,6615,7558,8633,9850,11221,12750,14430,16243,18167,20184,22386,24838,27401,30029,32766,35619,38566,41581,44685,47747,50763,53926,57093,59700,66066,69015,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2024,272,27,14,8,7,6,6,5,5,5,5,5,6,7,8,10,12,13,14,16,16,17,18,18,19,20,22,24,27,30,34,37,40,44,47,52,57,62,68,75,81,88,94,101,109,117,126,136,149,162,177,194,213,234,257,282,309,339,372,407,445,485,528,574,625,683,748,822,907,1002,1110,1230,1365,1516,1688,1885,2112,2373,2673,3018,3418,3879,4408,5015,5713,6518,7444,8502,9701,11053,12567,14235,16039,17961,19981,22191,24658,27241,29887,32641,35503,38456,41472,44541,47602,50679,53973,57489,59853,65217,68333,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2025,266,27,13,8,7,6,6,5,5,5,5,5,6,7,8,10,11,13,14,15,16,17,17,18,18,20,22,24,27,30,33,36,40,43,47,51,56,62,68,74,80,87,93,100,107,115,124,134,146,159,174,191,210,231,253,278,305,334,366,401,439,478,520,566,616,673,737,811,897,992,1098,1215,1347,1495,1664,1858,2080,2337,2632,2973,3367,3821,4344,4945,5635,6428,7337,8377,9556,10889,12384,14035,15826,17740,19756,21969,24444,27037,29701,32476,35353,38326,41354,44400,47483,50612,53876,57995,62094,66051,67500,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2026,261,26,13,8,7,6,6,5,5,5,5,5,6,7,8,10,11,12,14,15,16,16,17,17,18,20,21,24,26,30,33,36,39,43,47,51,56,61,67,73,80,86,92,99,106,113,122,132,144,157,172,188,207,227,249,274,300,329,361,395,432,471,513,558,607,663,726,801,889,986,1089,1201,1329,1476,1642,1832,2050,2302,2593,2928,3317,3765,4281,4875,5557,6341,7237,8258,9418,10730,12204,13835,15610,17509,19516,21726,24201,26800,29476,32270,35169,38155,41199,44266,47379,50496,53565,57853,62762,63409,64286,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2027,256,26,13,7,7,6,6,5,5,5,5,5,6,7,8,9,11,12,13,15,15,16,17,17,18,19,21,23,26,29,32,36,39,42,46,51,55,61,67,73,79,85,91,98,104,112,121,130,142,154,169,185,204,224,246,269,296,325,356,390,426,464,505,550,599,653,716,790,879,975,1077,1186,1312,1457,1621,1807,2022,2270,2555,2885,3269,3711,4219,4805,5479,6255,7141,8147,9287,10579,12031,13640,15393,17274,19268,21469,23937,26537,29221,32026,34937,37938,41009,44115,47246,50434,53385,56855,61191,60270,61905,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2028,251,25,12,7,6,6,5,5,5,5,5,5,6,7,8,9,11,12,13,14,15,16,16,17,18,19,20,23,26,29,32,35,39,42,46,50,55,60,66,72,78,84,90,96,103,111,119,129,140,152,166,182,200,220,242,265,292,320,351,384,420,458,498,542,590,644,706,779,866,961,1062,1170,1295,1438,1600,1784,1996,2239,2519,2844,3221,3657,4159,4736,5402,6168,7046,8041,9165,10436,11865,13451,15180,17041,19017,21202,23658,26252,28935,31747,34669,37689,40775,43896,47021,50177,53176,56446,59724,60475,63244,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2029,247,25,12,7,6,6,5,5,5,4,4,5,6,6,8,9,10,12,13,14,15,15,16,17,17,18,20,23,25,28,31,35,38,41,45,49,54,60,65,71,77,83,89,95,102,109,117,127,138,150,164,180,197,217,238,262,287,316,346,379,414,452,491,534,582,635,696,768,854,948,1047,1154,1277,1420,1580,1762,1970,2210,2486,2805,3176,3605,4100,4670,5327,6083,6950,7935,9048,10301,11708,13269,14975,16813,18767,20932,23371,25952,28629,31445,34376,37409,40485,43591,46720,49887,52825,56270,58365,61463,65625,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2030,242,24,12,7,6,6,5,5,4,4,4,5,5,6,8,9,10,12,13,14,14,15,16,16,17,18,20,22,25,28,31,34,38,41,44,49,54,59,65,70,77,82,88,94,100,108,116,125,136,148,161,177,195,214,235,258,283,311,341,374,408,445,485,527,574,626,686,758,842,935,1033,1138,1260,1401,1559,1740,1946,2182,2454,2768,3133,3556,4043,4606,5254,6000,6855,7829,8930,10171,11559,13098,14779,16592,18522,20664,23081,25644,28312,31118,34048,37079,40167,43285,46397,49604,52483,55712,57893,63007,69391,85417,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2031,238,24,12,7,6,6,5,5,4,4,4,5,5,6,7,9,10,11,13,14,14,15,15,16,17,18,20,22,25,28,31,34,37,40,44,48,53,58,64,70,76,82,87,93,99,106,114,123,134,146,159,175,192,211,232,254,279,307,336,368,403,439,478,520,566,618,677,747,831,922,1019,1123,1243,1382,1539,1718,1921,2155,2423,2733,3093,3509,3989,4544,5183,5919,6763,7724,8813,10041,11416,12935,14591,16379,18285,20401,22794,25336,27984,30774,33694,36719,39822,42951,46101,49279,52332,55566,58027,63975,72115,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2032,234,24,12,7,6,6,5,5,4,4,4,4,5,6,7,8,10,11,12,13,14,15,15,16,16,18,19,22,24,27,30,33,37,40,44,48,52,58,63,69,75,81,86,92,98,105,113,122,132,144,157,172,189,208,229,251,276,302,331,363,397,433,472,513,558,609,667,737,819,910,1005,1108,1227,1364,1519,1696,1897,2128,2393,2699,3054,3464,3937,4483,5114,5841,6674,7622,8698,9912,11273,12777,14413,16176,18056,20148,22514,25030,27654,30426,33334,36351,39441,42573,45748,48986,52070,55053,57982,64303,72115,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
