CountryName,CountryId,Year,Total,Live animals,Beverages & tobacco,Crude materials,Fuels,Animal & vegetable oils & fats,Chemicals,Material manufactures,Machinery & transport equipment,Miscellaneous manufactures,Unspecified goods,Beverages,Tobacco,"Hides, skins & furskins",Oil-seeds & oleaginous fruits,Crude rubber,Wood & cork,Pulp & waste paper,Textile fibres,Crude minerals & fertilisers,Metal ores & scrap,Other crude animal & vegetable materials,"Coal, coke & briquettes",Crude oil,Refined oil,Gas,Electricity,Animal oils & fats,Vegetable oils & fats,Processed oils & fats,Organic chemicals,Inorganic chemicals,"Dyeing, tanning & colouring materials",Medicinal & pharmaceutical products,Toilet & cleansing preparations,Processed fertilisers,Plastics in primary forms,Plastics in non-primary forms,Other chemicals,Leather manufactures,Rubber manufactures,Wood & cork manufactures,Paper & paperboard,Textile fabrics,Mineral manufactures,Iron & steel,Non-ferrous metals,Miscellaneous metal manufactures,Electric motors (intermediate),Electric motors (capital),Mechanical power generators (consumer),Mechanical power generators (intermediate),Mechanical power generators (capital),Specialised machinery (consumer),Specialised machinery (intermediate),Specialised machinery (capital),Metal working machinery (intermediate),Metal working machinery (capital),General industrial machinery (consumer),General industrial machinery (intermediate),General industrial machinery (capital),Office machinery (consumer),Office machinery (intermediate),Office machinery (capital),Telecoms & sound equipment (consumer),Telecoms & sound equipment (intermediate),Telecoms & sound equipment (capital),Miscellaneous electrical goods (consumer),Miscellaneous electrical goods (intermediate),Miscellaneous electrical goods (capital),Road vehicles other than cars (consumer),Road vehicles other than cars (intermediate),Road vehicles other than cars (capital),Cars,Railway equipment (intermediate),Railway equipment (capital),Aircraft,Ships,"Plumbing, heating & lighting fixtures (consumer)","Plumbing, heating & lighting fixtures (intermediate)","Plumbing, heating & lighting fixtures (capital)",Furniture (consumer),Furniture (intermediate),Furniture (capital),"Travel goods, handbags etc",Clothing,Footwear,Scientific instruments (consumer),Scientific instruments (intermediate),Scientific instruments (capital),Photographic & optical goods & clocks (consumer),Photographic & optical goods & clocks (intermediate),Photographic & optical goods & clocks (capital),Works of art,Jewellery,Other manufactures (intermediate),Other manufactures (capital),Other manufactures (consumer),Unspecified goods
Sierra Leone,SL,2012,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,2,7,0,0,0,2,8,0,0,0,0,0,0,0,5,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
San Marino,SM,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,SN,2012,1130,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Somalia,SO,2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,SR,2012,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome & Principe,ST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SV,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten,SX,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,SY,2012,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Swaziland,SZ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks & Caicos Islands,TC,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TD,2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
French Southern Territories,TF,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,TG,2012,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,TH,2012,1998,0,0,4,0,4,1,0,0,15,12,49,0,9,0,0,0,0,0,6,24,2,0,0,0,0,0,0,0,0,11,6,8,66,31,1,12,18,36,2,3,0,15,12,32,494,19,24,0,13,0,98,0,0,13,46,5,11,0,37,28,0,0,4,0,1,15,0,29,94,0,37,21,423,0,0,84,3,0,3,0,1,0,0,2,8,0,0,9,36,6,27,0,0,9,0,2,12,5
Tajikistan,TJ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tokelau Islands,TK,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Timor,TL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TM,2012,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,12,0,0,0,5,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0
Tunisia,TN,2012,145,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,1,20,0,2,0,5,1,6,0,8,0,0,0,14,0,0,0,3,3,0,0,2,0,0,0,0,11,0,0,0,3,3,0,0,10,3,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,1,0,0
Tonga,TO,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Turkey,TR,2012,3723,6,0,3,0,0,1,1,4,3,16,56,4,19,0,15,0,0,31,12,585,0,0,0,72,0,0,0,0,3,147,6,58,303,67,0,96,38,54,6,13,10,18,38,35,159,27,48,0,50,0,214,63,0,20,144,3,12,0,61,80,0,1,22,16,13,46,3,75,18,0,89,4,265,0,0,153,68,0,4,0,8,2,1,1,76,12,0,15,79,13,3,0,15,8,23,14,59,16
Trinidad & Tobago,TT,2012,86,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,13,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,3,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,7,2
Tuvalu,TV,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TW,2012,1156,0,0,0,12,7,0,0,1,0,7,180,0,0,0,7,0,0,3,0,51,0,0,0,2,0,0,0,0,0,21,12,15,146,13,0,11,12,32,0,1,0,23,2,9,39,20,16,0,11,0,50,1,0,6,35,1,1,0,26,25,0,0,12,0,14,14,0,60,19,1,7,5,42,6,0,50,1,0,0,0,0,0,0,0,5,0,0,11,36,6,0,0,18,25,0,10,14,2
Tanzania,TZ,2012,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,7,0,1,0,0,1,11,0,0,0,4,7,0,0,1,0,0,0,2,4,0,0,3,68,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,2,0,3,0
Ukraine,UA,2012,574,0,6,0,11,2,0,0,8,7,2,7,2,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,12,65,24,2,9,14,29,0,2,0,10,14,0,0,2,4,0,4,0,2,1,0,5,37,1,1,0,10,12,0,1,3,1,0,7,0,5,5,0,7,0,97,0,0,24,0,0,0,0,0,0,1,0,17,0,0,1,10,0,0,0,27,3,1,6,8,1
Uganda,UG,2012,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,2,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0
US Minor Outlying Islands,UM,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States inc Puerto Rico,US,2012,40661,27,13,48,198,111,21,14,43,20,85,1426,23,0,0,28,0,0,6,22,194,11,20,886,4439,12,0,1,8,4,2582,871,111,4488,272,5,202,231,520,31,175,13,157,224,423,667,1044,505,43,136,0,3681,488,0,355,847,56,69,0,848,629,0,92,356,14,203,434,37,865,516,40,673,359,2680,4,1,1663,107,0,27,3,64,238,20,20,228,34,0,342,1433,206,98,3,1564,131,103,29,566,175
Uruguay,UY,2012,93,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Uzbekistan,UZ,2012,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0
Vatican City,VA,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
St Vincent,VC,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,VE,2012,389,0,0,9,0,0,0,0,0,4,0,108,0,0,0,2,0,0,0,0,0,2,0,0,44,7,0,3,0,0,7,0,2,107,0,0,0,0,7,0,2,0,1,0,0,0,0,5,0,2,0,15,2,0,6,4,1,2,0,2,3,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,1
British Virgin Islands,VG,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
US Virgin Islands,VI,2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VN,2012,292,0,3,0,11,4,0,0,0,9,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,2,6,61,11,0,0,0,6,0,1,0,2,0,11,0,8,0,0,4,9,0,10,0,11,7,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,9,0,0
Vanuatu,VU,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallis & Futuna,WF,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,WS,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kosovo,XK,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,YE,2012,78,0,0,4,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZA,2012,2709,3,37,1,1,19,3,2,13,5,16,193,0,0,0,5,0,0,0,0,58,0,11,0,142,1,0,0,0,0,49,3,33,180,44,0,18,32,39,0,12,0,14,20,128,20,21,51,8,21,0,77,23,0,35,129,3,8,0,103,62,0,3,31,0,2,56,4,63,17,9,64,84,354,4,0,113,3,0,3,0,2,0,1,0,10,1,0,9,75,10,2,0,3,1,13,3,116,10
Zambia,ZM,2012,77,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,40,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Zimbabwe,ZW,2012,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Andorra,AD,2013,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,AE,2013,6225,18,0,18,19,53,21,2,29,8,33,130,0,0,0,0,0,0,16,0,1,0,3,0,41,0,0,0,0,0,19,1,32,182,147,0,21,24,36,1,21,7,45,36,158,67,68,110,7,106,0,1765,49,0,46,57,3,9,0,168,124,0,12,88,1,15,319,18,145,58,2,41,31,512,1,0,269,33,0,32,0,15,20,15,11,113,13,1,43,272,20,2,1,22,176,11,7,169,36
Afghanistan,AF,2013,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,1,0,0,0,2,0,1,1,0,0,6,0,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0
Antigua & Barbuda,AG,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,AI,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,AL,2013,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,AM,2013,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AO,2013,553,0,0,7,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,7,0,0,1,2,28,0,42,1,25,0,12,1,0,28,15,0,0,0,170,27,0,2,1,0,0,9,0,16,0,1,0,5,16,0,0,23,7,0,0,0,0,0,0,0,0,0,0,23,42,0,0,0,0,0,4,0,6,3
Antarctica,AQ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,AR,2013,351,1,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,9,13,0,78,3,0,2,6,12,0,0,0,4,0,2,0,39,8,0,13,0,9,2,0,1,14,0,10,0,4,11,0,0,0,0,0,1,0,1,1,0,9,1,16,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,5,1
American Samoa,AS,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AT,2013,1614,0,10,1,1,0,1,0,10,5,12,10,0,0,0,0,0,0,0,0,10,1,0,0,75,1,0,0,0,0,35,11,46,123,30,0,35,21,33,0,12,0,12,25,22,36,72,38,0,11,0,129,0,0,13,36,0,2,0,33,39,0,10,24,1,3,32,2,41,38,0,38,15,164,15,0,57,5,0,6,0,2,2,5,4,49,14,0,9,46,11,1,0,7,0,17,7,38,0
Australia,AU,2013,4107,23,0,5,4,50,11,7,41,6,31,138,26,0,0,2,0,0,0,0,12,2,0,0,0,0,0,0,1,0,61,3,29,474,106,4,21,41,66,1,13,3,43,34,33,29,69,119,3,53,0,120,14,0,50,199,8,3,1,96,172,0,4,29,2,17,50,4,89,66,29,97,50,512,6,0,162,32,0,22,0,11,0,2,2,74,11,0,27,140,14,13,0,31,13,23,12,316,20
Aruba,AW,2013,41,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
